,text,A005,A008,A012,A009,A003,A002,A007,A004,A010,A001
113,"Seien wir doch ehrlich...Frauen sind ja auch Sexisten
nur wenn sie älter werden und unansehnlicher, da entdecken sie den Sexismus der Anderen....",-1,3,2,-1,3,2,-1,-1,2,-1
114,"nun eine frau kostet grundsätzlich ein vermögen...
...wenn du sie irgendwann tauscht, wird es noch teuerer, also überleg es dir gut.",-1,3,3,-1,3,3,-1,-1,4,-1
115,"Der innsbrucker Willi hat eh schon seinen Schwanz eingezogen, und Felipe kann sich noch immer nicht entscheiden, von wem sie sich den Arsch ficken lässt.",-1,2,4,-1,4,4,-1,-1,4,-1
116,Menschen interessieren Kurz nicht.,-1,0,0,-1,0,0,-1,-1,0,-1
117,"Ist ja schon goldig, das Mädel
Aber ich hab noch ein viel goldigeres gefunden.  Ob die ihre Argumentation auch bei einem Vorstellungsgespräch verwendet?

{URL}",-1,2,3,-1,2,2,-1,-1,2,-1
118,Konter? Das ist ja kein Wettkampf. Du hast wirklich einen größeren Schaden als gedacht.,-1,0,0,-1,0,0,-1,-1,0,-1
119,Einmal durchknödeln..,-1,1,1,-1,0,0,-1,-1,0,-1
120,"Dieser Poster {USER} ist allerdings nicht kritisch und vor allem nicht links. Er ist einmal typischer rechtspopulistischer Merkelbasher, extremer Islam- und Moslemhetzer, Nationalist und Sexist.",-1,0,0,-1,0,0,-1,-1,0,-1
121,"""kauft keine Frauen aus Bodenhaltung""",-1,3,0,-1,3,4,-1,-1,4,-1
122,Magst nicht bitte bitte -bei aller Wertschätzung - sonstwas tun gehen?,-1,0,0,-1,0,0,-1,-1,0,-1
123,"In Österreich gibt es in diesen ""Bereichen"" kaum Fehlurteile Es gibt RichterINNEN die haben die Gabe Deine Seele in ihre atomaren Bestandteile zu zerlegen, das sind ABSOLUTE VOLLPROFIS. Ich vertraue absolut der Entscheidung und Begründung von FRAU Rat.",-1,2,0,-1,0,0,-1,-1,0,-1
124,"wenn sie für Trump arbeitet…
… kann sie auf keinen Fall gut sein.

Obwohl andererseits: sie ist weiblich, und damit über jeden Verdacht erhaben.

Wie entscheide ich mich nun bloß, ob ich sie in die Schwarz- oder Weiß-Schublade stecken soll?!!",-1,1,1,-1,2,1,-1,-1,2,-1
125,"Man überlasse Damen die Zusammenschau komplizierter medizinischer Zusammenhänge! Dann kommt das heraus:
Eine Maske schadet nicht (hat nur die 20 x fache Konzentration an CO2 unter jedem Stofflappen) und wird sogar außen getragen oder allein im Auto.",-1,3,2,-1,3,2,-1,-1,2,-1
126,"Und weiter?
Schreibst du jetzt auch jedem den Autokauf vor?
Jedes Auto um 5.000 erfüllt den Zweck von 99% der User.
Jede Wohnung sollte 50m2 gross sein und maximal 80.000 kosten dürfen - reicht für 99% der User.
Jedes Wasser reicht um den Durst zu lösen und darf maximal 0,50 Cent der Liter kosten (Cola, Redbull, Alkohol - vergesst es) - für 99% der User ausreichend.
Eine Jacke bei Primark kostet 10 Euro und hält dich im Winter warm - reicht für 99% der User.

Also darf jetzt jeder nur mehr kaufen was DU für richtig hältst? Oder kommt dann auch so ein geistiges Nackerpatzerl wie du und erklärt mir das es für 99% der User aber reicht? 

Für das Iphone gibt es keine Alternative - aber soweit reichts beim Denken wahrscheinlich nicht.",-1,0,0,-1,0,0,-1,-1,0,-1
127,Habemus BH - Vorbau:),-1,2,2,-1,3,2,-1,-1,0,-1
128,"Wohl eher, 

Tepf des Tages!",-1,3,0,-1,3,3,-1,-1,3,-1
129,Es gibt überall saudumme Weiber!,-1,3,2,-1,2,4,-1,-1,4,-1
130,Und genau aus diesem Grund haben Frauen in der Politik nichts verloren!,-1,4,3,-1,2,3,-1,-1,2,-1
131,"Sie ists noch immer einen ser Hasse
hofentlich kommst Sies in Hauhin ins Finalen damit wir sies noch öfters sehen kann.
uns sies brauchst NIXmal strehnchens!
{USER}",-1,2,0,-1,2,2,-1,-1,3,-1
132,"Vielleicht sollte man doch alle Männer töten, dann können die sowas nicht mehr posten.",-1,1,4,-1,3,4,-1,-1,0,-1
133,Das ist ein richtig gutes Portrait von Greta!,-1,0,0,-1,0,0,-1,-1,0,-1
134,"Mir ist eine Monarchin, vom Schlage der Queen, die Pflichterfüllung über ALLES, auch über sich selbst, stellt, schon viel lieber als wenn jeder dahergelaufene Präsident werden kann.",-1,0,0,-1,0,0,-1,-1,0,-1
135,"""Merkel hatte allerdings erst vergangene Woche deutlich gemacht, dass sie den Fall Nawalny nicht mit Nord Stream 2 verknüpfen will.""
Natürlich nicht.
Mama Angie ist ja immer eine Hure der Wirtschaft, egal um was es geht.",-1,3,3,-1,3,3,-1,-1,3,-1
136,"Die Dame legt die Vermutung nahe
dass man Harvard auch in der Horizontalen absolvieren kann...",-1,4,2,-1,3,3,-1,-1,4,-1
137,"puppe, red nicht von dingen, bei denen du keinen blassen schimmer hast ...",-1,3,3,-1,3,2,-1,-1,3,-1
138,"OMG! Man wundert sich über die EU, aber das fängt ja schon in der Studierendenvertretung an. Es ist einfach unglaublich, dass die nicht vernünftig kooperieren können! (Seit meiner Zeit in der ÖH - und ich bin mittlerweile im Pensionsalter!) Wenn uns bald der Himmel auf den Kopf fällt, will‘s wahrscheinlich keine/r gewesen sein. Vielen Dank links-liberal-grüne ProvinzlerInnen!",-1,0,0,-1,0,0,-1,-1,0,-1
139,"8. Der Mensch der Erde. Keine Schlagzeike wert. Ja wäre sie nicht eine Frau. Die Schwachen müssen gepusht werden.

Trotzdem geil...",-1,3,2,-1,1,2,-1,-1,1,-1
140,"wir brauchen höhere Quoten, sehens das nicht?",-1,0,0,-1,0,0,-1,-1,0,-1
141,"Vergessen's ihn. Der schreibt echt von der Baumgartner Höhe, ich weiß gar nicht wie er zu einem Internetzugang kommt. Sollte ja eigentlich kontrolliert werden, auf Typen die so beieinander sind wie er wirkt die Welt und die Gesellschaft ziemlich bedrohlich. Deswegen haben die normal kein Internet.",-1,0,0,-1,0,0,-1,-1,0,-1
142,"ich würde eher sagen kleingeistige Idioten die keine Ahnung von Wirtschaft haben und glauben mit ihrer kleingeistigen, egoistischen Gier würden sie besser aussteigen. was für Narren.",-1,0,0,-1,0,0,-1,-1,0,-1
143,"Die WNBA interessiert genau wem? Nicht mal Feministinnen können sich überwinden die Spiele zumindest gelegentlich zu besuchen.... Aber gut den fame goenne ich ihnen,  schadet ja niemanden und die kommen sich wichtig vor...",-1,0,2,-1,2,2,-1,-1,0,-1
144,"Naha und vor 3 Tagen hat der User, der das geschrieben hat halt noch {USER} geheißen, heute heißt er {USER}...:)

eine wundersame Verwandlung...das ist Zauberei, oder ganz einfach Beschiss....^^",-1,0,0,-1,0,0,-1,-1,0,-1
145,"""Men Going Their Own Way (MGTOW) glauben, dass die Gesellschaft sich gegen Männer verschworen hat""

Selten so einen Unsinn gelesen. 
Die Verschwörung wird seit Jahrzehnten von Feministinnen in Form des nebulösen Patriarchats behauptet. Und zugleich sind Feministinnen auch das weibliche Pendant zu Incels und um nichts weniger radikal - aufgrund derselben Ursachen.
MGTOW ist nichts anderes als Selbstschutz vor einem völlig aus dem Ruder gelaufenen Gynozentrismus durch Kenntnis der weiblichen Natur und z.B. der Rechtslage in Bezug auf Ehe und Sorgerecht. Einer Natur, die vom Feminismus geleugnet wird, aber gleichzeitig durch ihn noch nie offener zur Schau gestellt wurde.",-1,3,2,-1,3,2,-1,-1,2,-1
146,"Widerliche alte operierte Frau.
Abflug!",-1,4,3,-1,3,3,-1,-1,3,-1
147,"Jo Tschopperl, und die haben auch alle ihr Schienenenetz selber gebaut, oder?",-1,0,0,-1,1,2,-1,-1,0,-1
148,"Wenn sich das noch ein paar Idis sagen, wirds wieder knapp!",-1,0,0,-1,0,0,-1,-1,0,-1
149,geile xxx,-1,0,1,-1,3,1,-1,-1,0,-1
150,vollhorst aus frankfurt?,-1,-1,0,-1,0,0,0,-1,0,-1
151,Die Malereien im Gesicht von Edtstadler erinnern mich an den Joker bei Batman.,-1,2,2,-1,2,1,-1,-1,2,-1
152,"Hat Nordkorea sowie China eine Ein-Kind Politik?
Ich weiss es nicht. Habe aber noch nie darüber gelesen. Wenn dem so wäre hätten die Frauen tatsächlich sehr viel Einfluss im Land. Es kommt zum Männerüberschuss weil weibliche Föten abgetrieben werden. Frau kann wählen.
Man kann das hier am Land beobachten. An der Oberfläche herrscht das Patriachat, de facto haben die Frauen nach dem Motto ""Er soll froh sein, dass er mich hat"" die Hosen an.",-1,1,3,-1,1,2,-1,-1,2,-1
153,"Du hast doch kognitive Störungen. Versuche es einfach morgen nochmal ohne Restfett. Ich weiß, wird schwierig bei dir einen geeigneten Zeitpunkt zu finden, aber Versuch macht klug.",-1,-1,0,0,-1,0,-1,-1,0,0
154,"Da Glawischnig bei der Novomatic gelandet ist
Sehe ich hier eine Top Job Möglichkeit für Hebein",-1,-1,0,0,-1,0,-1,-1,0,0
155,"Er wusste es. Für sie offenbar eine brandneue Erkenntnis.

Sie sollten IQ 0 Trump nicht alles glauben was er von sich gibt.",-1,-1,0,0,-1,0,-1,-1,0,0
156,Bist du deppert ist die schoaf,-1,-1,2,1,-1,3,-1,-1,2,0
157,Beeindruckend. Aber was wollten Sie zum Ausdruck bringen?,-1,-1,0,0,-1,0,-1,-1,0,0
158,"Prinzipiell ist die Frauenbewegung eine ganz gute Sache, solange das in der horizontalen Lage passiert :)",-1,-1,3,4,-1,3,-1,-1,3,3
159,Der Chemtrail-Bertl als Bundespraesident waere eine Katastrope gewesen und zum Glueck ist dieser Kelch an uns vorueber gegangen.,-1,-1,0,0,-1,0,-1,-1,0,0
160,"Wow, nach dem rechten Bodensatz der hier aus seinen Löchern kriecht könnte man fast glauben, diese Kids kommen mit der Scharia in der einen und einer AK47 in der anderen Hand, um uns alle umzubringen. 

Ihr seid ekelhaft.",-1,-1,0,0,-1,0,-1,-1,0,0
161,"Kabarett/Humor und Frauen ... das ist ja fast immer ein Widerspruch, aber sie und dann noch Tirolerin ... das kann was!

Ist jetzt nicht Qualtinger, Hader, Eckel, Niavarani, aber sie ist ja noch jung.",-1,-1,2,1,-1,2,-1,-1,2,3
162,"Viele Frauen
ich bin froh dass die Genitalien passen, die Kriterien stimmen.",-1,-1,2,0,-1,2,-1,-1,2,0
163,"Ja genau... 
{URL}",-1,-1,0,0,-1,0,-1,-1,0,0
164,"Wirklich teuer ist vor allem die Entsorgung.
Und dann holt sich irgendein Typ das für sie teure Klumpert gratis vom Sperrmüll. ;-)",-1,-1,0,0,-1,0,-1,-1,0,0
165,"naja, aber von allen nichtleiwanden dingen noch immer das leiwandste - das wetzten, nicht das wählen",-1,-1,0,1,-1,0,-1,-1,0,0
166,"und jetzt nochmal verständlich auf deutsch, oder bewirbst dich erfolglos als komiker auf {URL}",-1,-1,0,0,-1,0,-1,-1,0,0
167,"Der Artikel ist die reinste Frechheit und hier tummeln sich gleich die Typen, inklusive ein ganz schlauer Polizist, die ihren frauenfeindlichen Mist dazu ablassen.",-1,-1,0,0,-1,0,-1,-1,0,0
168,Ich will ja nicht oberflächlich klingen... Aber bei dem Aussehen kann ich mir das schwer vorstellen.,-1,-1,2,2,-1,0,-1,-1,0,0
169,"Frauen sind halt Opfer weil sie schwach sind, das hat die Natur so entschieden.",-1,-1,3,2,-1,3,-1,-1,3,3
170,Wer hat es angezündet? Alle 12000? Dodlkommentar.,-1,-1,0,0,-1,0,-1,-1,0,0
171,"Neulich schmiss sich diese hübsche Frau an mich, machte auf verführerisch und bussibussi - nach ein paar Tagen stellte sich heraus, sie wollte eine Rot-Weiß-Rot-Karte, Geld und Prestige... abscheulich!

So, bin ich jetzt auch ein ""Raubtier""? Verbrecher? Opfer? Naiv?",-1,-1,1,0,-1,0,-1,-1,2,3
172,"Nein, kann sie nicht....Wenn sie keine Frau ist, kann sie auch nicht als Frau antreten....",-1,-1,2,0,-1,0,-1,-1,0,0
173,"Interesssnterweise koaliert demnach Kogler mit der AFD
So ein Schlingel - gehört der noch zu den Guten?",-1,-1,0,0,-1,0,-1,-1,0,0
174,"Wollte heute zwei Gutscheine kaufen - Preis ok. Junge Dame kommt sogar im Büro vorbei, ich hingegen gerade auswärts essen ;) in der Mittagspause.
Als meine Sekretärin über meine Bitte ihren Ausweis kopieren wollte (ich will ja schließlich wissen an wen ich mich wenden kann, wenn der Gutschein zB gesperrt oder bereits online eingelöst worden wäre) wird diese ganz unrund; nein, Ausweis zeigt sie sicher keinen her, die Adresse auf dem Gutschein muss genügen. Seki ruft bei mir an, ich erkläre der Dame die Situation noch einmal ganz ruhig, schließlich sagt sie, sie verkauft nur anonym. spätestens da war die Sache klar: gestohlen oder bereits verbraucht. Habe ihr mitgeteilt, dass wir Anzeige erstatten, wenn sie nicht schleunigst Land gewinnt..",-1,-1,0,0,-1,0,-1,-1,0,0
175,"Es spielt beides eine Rolle, aber zum Sex kommt es ja ohnehin NIE gleich, weil die Frauen ja lieber verarschen!",-1,-1,2,2,-1,2,-1,-1,3,3
176,"Glaub nicht. Eher ein Wonderbra. Da sie doch etwas fester ist, hat sie natürlich auch fettreichere, größere Brüste.

In 10 Jahren hängen die runter bis zum Gürtel.",-1,-1,3,4,-1,3,-1,-1,4,3
177,Seit wann sind Moslems eine Rasse? Und wieso will man ausgerechnet eine menschenverachtende Ideologie unter den Glassturz stellen?,-1,-1,0,0,-1,0,-1,-1,0,0
178,"Der letzte ÖVP Politiker, der sich von den eigenen Leuten in den Arsch ficken ließ, war Michael Spindelegger.
Jetzt sind es Frauen, angefangen von Edtstadler über Köstinger, Raab Tanner und Schramböck, bis hin zu Grünberger die ihren Hintern höher stellt als sie den Mund aufmacht.
Ich dachte lange, die Weibsen hätten Mut. Denkste, sie sind dumme Feiglinge.",-1,-1,3,2,-1,3,-1,-1,3,4
179,Tiroler halt...da is der Humor halt net zu hause..,-1,-1,0,0,-1,0,-1,-1,0,0
180,"Eh recht fesch, die Danielle. Etwas maskulin vielleicht. Naja jetzt regt sich schon wieder eine Tennis Dame auf. Nach dieser Afro Braut auf Nummer 700 irgendwas. Sollen eigentlich froh sein, dass Damen Tennis so gut bezahlt wird. Alles langsamer und technisch auf niedrigerem Niveau. Na gut, wenn sich so manch gutaussehende Tennis Dame ab und zu nackig ablichten lässt, dann ist es auch was wert :)",-1,-1,3,3,-1,3,-1,-1,4,4
181,In letzter Zeit poppt mir Frau Hebein ein bißchen zu viel :-),-1,-1,3,3,-1,2,-1,-1,4,3
182,Sie stehen auf Elefantenbeine??,-1,-1,2,0,-1,2,-1,-1,0,0
183,"Warum soll ein Mann, der sich so eine Wohnung leisten kann, nicht so eine Frau haben? Soll er sich etwa eine Emanze antun, die Sprachpolizei spielt?",-1,-1,3,4,-1,3,-1,-1,3,3
184,"Die grüne Jugend...
kompetent ist sie nicht, aber bumsbar.",-1,-1,3,4,-1,2,-1,-1,0,2
185,"Da kenn ich eine Firma, die gerne Frauen in technischen Berufen fördern wollte.
Es waren zwei Lehrstellen ausgeschrieben und es haben sich x-zig Burschen beworben. Ein Mädchen hätte eine Stelle vor allen anderen bekommen, wenn sie auch nur einigermaßen rechnen und gerade Sätze herausbringen hätte können. Soviel zur Gendergerechtigkeit. Es drängt sich der Eindruck auf, daß Frauen auch noch zu Potte getragen werden müssen, um sich gerecht behandelt zu fühlen. Mir tun die jungen Burschen leid, zu deren Nachteil das bequeme weibliche Geschlecht in allem und jedem gefördert wird, weil sie den eigenen Hintern nicht hochbekommen. Daß es auch unter den Burschen welche gibt, die ohne Loser-Energykracherl in der Früh nicht einmal die Augen aufbekommen, sei unbestritten. Die brauchen jetzt nicht auf Opfer machen.",-1,-1,3,3,-1,2,-1,-1,2,3
186,So ist es. Man braucht Zwang und Gewalt gegen die Mehrheit um sie durchzusetzen. Das ist aber den Proponenten wurscht.,-1,-1,0,0,-1,0,-1,-1,0,0
187,"Im übrigen haben die Sanders-Wähler die eklige Clinton unterstützt, anders als die zahlreichen Clinton-Wählerinnen, die McCain Obama vorzogen. 

Du bist einfach nur ein Heuchler und Lügner!",-1,-1,0,0,-1,0,-1,-1,0,0
188,"Die Quotenfarbige kann für {USER} hilfsarbeiten erledigen!
zB. kaffee servieren, {USER} den weg zeigen, aufs wc setzen....
der alte sleepy creepy mit seiner demenz braucht ohnehin hilfe.",-1,-1,3,2,-1,3,-1,-1,0,2
189,"Seit wann sind die bitches und gold-diggers Opfern, bitte?",-1,-1,2,4,-1,3,-1,-1,3,1
190,"Man kann hochgebildet und trotzdem ein Trottel sein
und mit Nazis marschieren.",-1,-1,0,0,-1,0,-1,-1,0,0
191,"Verstehe ich das richtig:

Frau arbeitet ein Leben lang in einem gemütlichen Halbtagsjob und lässt sich einmal von jemanden schwängern.

Der Mann verdient gut hat aber Burnout, Infarkt und so weiter, darf aber in der Pension für die Frau die er nur einmal gevögelt hat und die sich ein schönes Leben gemacht hat, zahlen?",-1,-1,2,2,-1,3,-1,-1,3,3
192,"Ein grundeinkommen
Bringt gar nix, solang die vermögenden nicht besteuert werden. Wir leben in einer erbgeneration, am ende reicht den reichen das grundeinkommen, den arbeiten gehen müssen sie dann eh nicht mehr....",-1,0,0,-1,-1,0,0,-1,0,-1
193,"Ernsthafte Frage
Wie soll man bitte halbwegs seriös beurteilen, wohin sich die Hohlköpfe aka FPÖ Wähler wenden? Nachdem die nicht rational handeln, wird man ihr Handeln auch nicht halbwegs seriös vorhersagen können. Warum veröffentlicht ihr  nicht einen Artikel in dem ihr die User zur Diskussion über die kommenden Lottozahlen auffordert?",-1,-1,0,0,-1,0,-1,-1,0,0
194,"Dieser ganze Kardashian-- Clan ist psychisch krank. Mitgefühl fehlt doch denen schon die ganze Zeit. Lassen sich die Kinder von anderen Frauen austragen, Mutter von West starb bei Schönheitsoperation, Hinterteile wie Paviane usf 

Hoffe, wir werden in Zukunft. mit diesen Trash in Tageszeitungen verschont.",-1,-1,2,2,-1,1,-1,-1,2,2
195,"Hat man ihnen heute schon gesagt, dass sie ein Tr*t*el sind?",-1,-1,0,0,-1,0,-1,-1,0,0
196,Und Burkapflicht für jede hässliche Frau!,-1,-1,3,3,-1,3,-1,-1,3,3
197,"Das hätte und würde man sich ersparen können, wenn die Bauerntru...n nicht auf sinnlos stur geschalten hätte. Nichts anderes als ein Rücktritt wäre hier geboten. Dazu bräuchte es aber ein Mindestmass an Intelligenz und Anstand.",-1,-1,1,1,-1,2,-1,-1,0,0
198,Warum schauen diese Weibln aus dem Eck alle so zerrupft aus? Da wirkt wohl das Innere nach außen...,-1,-1,0,3,-1,2,-1,-1,2,3
199,"""""Warum beim Kopftuch einmischen?""""

Weil in der islamischen Welt seit Jahrzehnten eine massive Islamisierungswelle läuft und es dringend nötig wäre diese von unserer Gesellschaft fernzuhalten. Ein Zeichen davon ist z.B., dass in der Türkei wieder Kopftuch getragen wird, dass die einst ziemlich säkularen Staaten des Maghreb wieder mehr Islam in der Öffentlichkeit stattfindet usw. und das alles brauchen wir bei uns nicht.",-1,-1,0,0,-1,0,-1,-1,0,0
200,"Die Gewerkschaftler werden sich schon was gedacht haben, als sie den Laden sprengten.

Aus den unnedigen Saftschubsen könnten wir Kellnerinnen machen (zeitweise händeringend gesucht),..
......aber was machen wir mit den 175.000, - Euro Piloten, wo doch Taxis und LKWs bald autonom fahren werden?",-1,-1,2,2,-1,1,-1,-1,0,2
201,Spinner,-1,-1,0,0,-1,0,-1,-1,0,0
202,Schwachsinn. Punkt.,-1,-1,0,0,-1,0,-1,-1,0,0
203,"Warum verwendet du so oft 'lols' und Zwinkersmileys? 
Die werden dem Ernst der Thematik in keinster Weise gerecht.
Nur deinem Ruf als Forumskasperl.",-1,-1,0,0,-1,0,-1,-1,0,0
204,"Das hat doch hoffentlich niemand unkritisch hinterfragt ....
.... die größte Niete der Bundesregierung hat das ausgemacht oder halt nicht ausgemacht ... wenn man nicht wüßte, dass unser Bundeskanzler ein grundanständiger junger Mann ohne Laster ist, könnte man sich so seine Gedanken machen, warum diese Frau weiter auf Minister machen darf",-1,-1,3,2,-1,1,-1,-1,0,0
205,Endlich mal jemand der aus Erfahrung spricht!,-1,-1,0,0,-1,0,-1,-1,0,0
206,"...angeblich...
...steht auf der hauptausfallsstrasse von rom mathilde schwabeneder und alle flüchtenden drehen wieder um...",-1,2,0,-1,-1,0,2,-1,3,-1
